순위	도서명	상세링크	저자	출판사	출판일	판매가(원)	평점	리뷰수
522	나는 파이썬으로 머신러닝한다 2	https://www.yes24.com/product/goods/122320508	장병철, 이지항, 박지훈, 최정원	씨마스	2023년 09월	20700	9.9	35
523	“OECD 교육 2030” & “2022 개정 교육과정” 미래 교육 나침반	https://www.yes24.com/product/goods/122168734	지미정	앤써북	2023년 09월	15930	9.5	15
524	가장 쉬운 이모티콘 만들기	https://www.yes24.com/product/goods/122141598	정수진	정보문화사	2023년 09월	19800	9.9	51
525	개발자와의 협업을 위한 IT 필수 지식	https://www.yes24.com/product/goods/121991923	최선신	영진닷컴	2023년 08월	15300	9.9	29
526	상상을 실현하는 로블록스 게임 만들기	https://www.yes24.com/product/goods/121913198	강태훈, 장준하, D.LAB	한빛미디어	2023년 08월	19800	9.7	41
527	로블록스 타워맵 만들기	https://www.yes24.com/product/goods/121567188	노페어(Nofair)	디지털북스	2023년 08월	20700		0
528	사실은 이것도 디자인입니다	https://www.yes24.com/product/goods/120235845	김성연(우디)	한빛미디어	2023년 07월	17100	9.8	63
529	모던 로보틱스	https://www.yes24.com/product/goods/118754202	케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 정보 더 보기/감추기, 케빈 M. 린치, 박종우, 이병호, 윤상웅, 권재운, 김영훈, 김종민, 임중빈, 손민준, 정진, 이상현, 양우성	에이콘출판사	2023년 05월	45000	10.0	1
530	이것이 C#이다	https://www.yes24.com/product/goods/118685906	박상현	한빛미디어	2023년 05월	32400	9.1	30
531	파이썬 라이브러리를 활용한 데이터 분석	https://www.yes24.com/product/goods/118523424	웨스 맥키니, 김영근	한빛미디어	2023년 05월	35100	8.7	31
532	마인크래프트 놀라운 발명품 만들기	https://www.yes24.com/product/goods/118279214	Mojang Studio	영진닷컴	2023년 04월	14400	6.0	2
533	진짜 쓰는 일러스트레이터	https://www.yes24.com/product/goods/117083178	서영열	제이펍	2023년 02월	21600	9.8	32
534	HTML5 + CSS3 + JavaScript로 배우는 웹프로그래밍 기초	https://www.yes24.com/product/goods/116981971	천인국	인피니티북스	2023년 01월	33000	9.0	2
535	혼자 공부하는 데이터 분석 with 파이썬	https://www.yes24.com/product/goods/116253011	박해선	한빛미디어	2023년 01월	23400	9.8	69
536	라즈베리파이 피코, 마이크로파이썬을 만나다	https://www.yes24.com/product/goods/115817548	허경용	제이펍	2022년 12월	22500	10.0	1
537	트랜스포머를 활용한 자연어 처리	https://www.yes24.com/product/goods/115633781	루이스 턴스톨, 레안드로 폰 베라, 토마스 울프, 박해선	한빛미디어	2022년 11월	35100	9.6	44
538	한눈에 보이는 블록체인 그림책	https://www.yes24.com/product/goods/115302902	한선관, 이정원, 장명현	성안당	2022년 11월	20700	9.9	30
539	로블록스 루아 프로그래밍 첫 발자국 떼기	https://www.yes24.com/product/goods/115221981	ROBLOX, 진석준	에이콘출판사	2022년 11월	31500		0
540	Do it! 자료구조와 함께 배우는 알고리즘 입문 C 언어 편 (전면 개정판)	https://www.yes24.com/product/goods/114998692	시바타 보요, 강민	이지스퍼블리싱	2022년 10월	21600	9.5	10
541	Do it! C# 프로그래밍 입문	https://www.yes24.com/product/goods/114331473	박필준	이지스퍼블리싱	2022년 10월	18000	9.5	8
542	초등학생을 위한 인공지능 지식 76	https://www.yes24.com/product/goods/114292905	김영현, 최정을	길벗	2022년 10월	14400	9.7	61
543	양자계산과 양자정보	https://www.yes24.com/product/goods/113451876	마이클 닐슨, 아이작 추앙, 이승준	에이콘출판사	2022년 10월	62100	10.0	2
544	누구나 할 수 있는 유니티 2D 게임 제작	https://www.yes24.com/product/goods/112941439	STUDIO SHIN, 윤준	제이펍	2022년 10월	26100	9.0	2
545	인공지능과 뇌는 어떻게 생각하는가	https://www.yes24.com/product/goods/112250573	이상완	솔	2022년 09월	19800	9.3	58
546	현업 기획자 마이즈가 알려주는 게임 기획 스쿨	https://www.yes24.com/product/goods/112207284	김현석	초록비책공방	2022년 08월	21600	9.9	20
547	이것이 자료구조+알고리즘이다 with C 언어	https://www.yes24.com/product/goods/111362116	박상현	한빛미디어	2022년 08월	30600	9.8	41
548	디지털 일러스트 무기 아이디어 사전	https://www.yes24.com/product/goods/111085305	사이도런치, 김재훈	한스미디어	2022년 07월	16200	8.8	6
549	모두의 깃&깃허브	https://www.yes24.com/product/goods/110795446	강민철	길벗	2022년 07월	18000	9.7	26
550	혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트	https://www.yes24.com/product/goods/110226564	박정아	한빛미디어	2022년 06월	19800	9.8	93
551	나는 파이썬으로 머신러닝한다 1	https://www.yes24.com/product/goods/109838545	최정원, 박지훈	씨마스	2022년 06월	19800	10.0	80
552	무조건 돈 버는 카카오 이모티콘 만들기	https://www.yes24.com/product/goods/109780095	김나무	중앙북스(books)	2022년 06월	15750	9.4	51
553	자동차 인터페이스 디자인	https://www.yes24.com/product/goods/109590932	박수레	책만	2022년 05월	15120	9.4	29
554	직장인을 위한 실무 구글 스프레드시트	https://www.yes24.com/product/goods/109346804	진은영	길벗	2022년 05월	20700	9.8	26
555	로블록스 개발 첫 발자국 떼기	https://www.yes24.com/product/goods/109304306	ROBLOX, 이진오	에이콘출판사	2022년 05월	31500	10.0	1
556	Do it! 점프 투 파이썬 라이브러리 예제 편	https://www.yes24.com/product/goods/109209932	박응용	이지스퍼블리싱	2022년 05월	23400	8.5	8
557	실무자를 위한 그래프 데이터 활용법	https://www.yes24.com/product/goods/109182582	데니즈 고즈넬, 마티아스 브뢰헬러, 우정은	한빛미디어	2022년 05월	33300	9.1	11
558	Do it! 쉽게 배우는 파이썬 데이터 분석	https://www.yes24.com/product/goods/108947478	김영우	이지스퍼블리싱	2022년 05월	20700	9.9	14
559	알기 쉬운 조명 교과서	https://www.yes24.com/product/goods/108390912	김대욱	에이콘출판사	2022년 03월	19000	8.7	6
560	솔리드웍스 50시간 완성 (모델링편)	https://www.yes24.com/product/goods/108249673	신동진	피앤피북	2022년 03월	18000	9.6	18
561	헤드 퍼스트 디자인 패턴	https://www.yes24.com/product/goods/108192370	에릭 프리먼, 엘리자베스 롭슨, 서환수	한빛미디어	2022년 03월	32400	9.5	62
562	아티스트를 위한 유니티 URP 셰이더 입문	https://www.yes24.com/product/goods/107460011	이상원	비엘북스	2022년 02월	30600		0
563	스타트 파이썬	https://www.yes24.com/product/goods/107445081	황재호	인포앤북	2022년 02월	18900	10.0	1
564	이득우의 게임 수학	https://www.yes24.com/product/goods/107025224	이득우	책만	2022년 02월	40500	9.4	21
565	하나씩 천천히, 디지털 드로잉	https://www.yes24.com/product/goods/106729376	서은숙	혜지원	2022년 02월	15300	10.0	29
566	나도 한다! 아이패드로 시작하는 만화 그리기 with 클립스튜디오	https://www.yes24.com/product/goods/106336380	아오키 도시나오, 일본콘텐츠전문번역팀	므큐	2022년 01월	16200	9.0	2
567	혼자 공부하는 R 데이터 분석	https://www.yes24.com/product/goods/106175850	강전희, 엄동란	한빛미디어	2022년 01월	19800	9.5	54
568	컴퓨팅 사고력을 키우는 이산수학	https://www.yes24.com/product/goods/106009846	박주미	한빛아카데미	2021년 12월	29000	5.0	8
569	CDT 코딩창의개발능력 3급 엔트리	https://www.yes24.com/product/goods/105776648	해람북스 기획팀	해람북스	2022년 01월	14400	8.0	5
570	된다! 깨비의 DSLR & 미러리스 사진 수업	https://www.yes24.com/product/goods/105775606	박기덕	이지스퍼블리싱	2022년 01월	16200	9.9	26
571	당당한 디자인 결정을 위한 9가지 방법	https://www.yes24.com/product/goods/105402509	톰 그리버, 김민성, 곽서희	한빛미디어	2021년 12월	19800	9.0	17
572	픽셀아트 배경 그리는 법	https://www.yes24.com/product/goods/105040586	APO+, MOTOCROSS SAITO, SETAMO, 이석호	AK(에이케이 커뮤니케이션즈)	2021년 11월	25200	9.3	9
573	따라하며 배우는! 퓨전 Fusion 360 입문	https://www.yes24.com/product/goods/105016912	김혜숙, 주형권, 김보영	한국ATC센터	2021년 11월	24300		0
574	인벤터 50시간 완성 (조립·도면편)	https://www.yes24.com/product/goods/104739807	신동진	피앤피북	2022년 01월	18000	10.0	9
575	Do it! 인터랙티브 웹 페이지 만들기	https://www.yes24.com/product/goods/103401495	최성일	이지스퍼블리싱	2021년 08월	25200	9.9	17
576	모두의 마이크로비트	https://www.yes24.com/product/goods/99481725	아이씨뱅큐, 에스엔소프트	길벗	2021년 04월	19800		0
577	아두이노 자율주행 RC카 만들고 직접 코딩하기 [완전 개정판]	https://www.yes24.com/product/goods/96404321	서민우, 박준원	앤써북	2020년 12월	18000	9.0	2
578	밑바닥부터 시작하는 딥러닝 3	https://www.yes24.com/product/goods/95343845	사이토 고키, 개앞맵시	한빛미디어	2020년 11월	34200	9.7	31
579	실무에 바로 쓰는 일잘러의 보고서 작성법	https://www.yes24.com/product/goods/95162490	김마라	제이펍	2020년 11월	16200	9.6	118
580	양자 컴퓨터 원리와 수학적 기초	https://www.yes24.com/product/goods/91887223	크리스 베른하트, 이정문	에이콘출판사	2020년 08월	22500	9.3	3
581	딥러닝을 위한 선형대수학	https://www.yes24.com/product/goods/91574113	길버트 스트랭, 부산대학교 산업수학센터(FFMIMC)	한빛아카데미	2020년 08월	34200	7.4	5
582	Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편	https://www.yes24.com/product/goods/91219874	시바타 보요, 강민	이지스퍼블리싱	2020년 07월	19800	9.2	36
583	SQL 전문가 가이드	https://www.yes24.com/product/goods/90613346	한국데이터산업진흥원	한국데이터산업진흥원	2021년 03월	50000	8.5	15
584	디지털 리터러시 교실	https://www.yes24.com/product/goods/89941517	박일준, 김묘은	북스토리	2020년 04월	18000	9.2	5
585	세럼 사운드 디자인 비법	https://www.yes24.com/product/goods/89849924	김경윤, 오석빈	위키북스	2020년 04월	25200	10.0	1
586	단단한 강화학습	https://www.yes24.com/product/goods/89605439	리처드 서튼, 앤드류 바르토, 김성우	제이펍	2020년 03월	31500	9.9	19
587	엑셀 기초	https://www.yes24.com/product/goods/86006680	(주)지아이에듀테크	아이콕스(iCox)	2020년 01월	9900	9.3	12
588	한권으로 파이썬 데이터 사이언스 입문 AtoZ	https://www.yes24.com/product/goods/85477574	문성혁, 문용준	잇플ITPLE	2020년 01월	26100	9.0	12
589	임베디드 OS 개발 프로젝트	https://www.yes24.com/product/goods/84909414	이만우	인사이트(insight)	2019년 12월	21600	9.4	5
590	된다! 파워포인트 실무의 신	https://www.yes24.com/product/goods/84645870	김지훈, 김봉정, 박성용	이지스퍼블리싱	2019년 12월	17550	9.6	33
591	다시 미분 적분	https://www.yes24.com/product/goods/77126121	나가노 히로유키, 장진희	길벗	2019년 07월	16200	9.5	32
592	오브젝트	https://www.yes24.com/product/goods/74219491	조영호	위키북스	2019년 06월	34200	9.5	34
593	서브스턴스 페인터 시작하기	https://www.yes24.com/product/goods/73043556	이경민	비엘북스	2019년 05월	31500	10.0	2
594	프로그래머, 수학으로 생각하라	https://www.yes24.com/product/goods/61791203	유키 히로시, 안동현	프리렉	2018년 07월	18000	9.6	14
595	전자공학 만능 레시피	https://www.yes24.com/product/goods/61388749	사이먼 몽크, 이하영	인사이트(insight)	2018년 06월	28800	7.0	3
596	알고리즘으로 배우는 인공지능, 머신러닝, 딥러닝 입문	https://www.yes24.com/product/goods/29229139	김의중	위키북스	2016년 07월	24300	8.7	35
597	게임 프로그래밍 패턴	https://www.yes24.com/product/goods/27767709	로버트 나이스트롬, 박일	한빛미디어	2016년 06월	31500	9.3	21
598	게임 프로그래머로 산다는 것	https://www.yes24.com/product/goods/24767236	김성완, 정재원, 이국현, 김상천, 김용준, 최영준	로드북	2016년 03월	14400	8.0	3
599	C 언어 프로그래밍	https://www.yes24.com/product/goods/24348676	Brian W. Kernighan, Dennis M. Ritchie, 김석환, 박용규, 최홍순	휴먼싸이언스	2016년 02월	25000	8.0	2
600	컴퓨터 프로그램의 구조와 해석	https://www.yes24.com/product/goods/23951885	해럴드 애빌슨, 제럴드 제이 서스먼, 줄리 서스먼, 김재우, 안윤호, 김수정, 김정민, 이광근	인사이트(insight)	2016년 01월	38700	8.0	8
601	Effective C++ 이펙티브 C++	https://www.yes24.com/product/goods/17525589	스콧 마이어스, 곽용재	프로텍미디어	2015년 03월	26000	9.1	16
602	린 분석	https://www.yes24.com/product/goods/11775117	앨리스테어 크롤, 벤저민 요스코비츠, 위선주	한빛미디어	2014년 01월	25200	9.4	12
603	패턴 랭귀지	https://www.yes24.com/product/goods/9027376	크리스토퍼 알렉산더, 사라 이시가와, 머레이 실버스타인, 이용근, 양시관, 이수빈	인사이트(insight)	2013년 07월	36000	9.3	3
604	신나고 재미있는 타자연습장	https://www.yes24.com/product/goods/8450055	웰북교재연구회	웰북	2013년 02월	6300		0
605	좋아 보이는 것들의 비밀 Good Design 굿 디자인	https://www.yes24.com/product/goods/6430831	최경원	길벗	2012년 03월	19800	9.5	26
606	개발자도 알아야할 소프트웨어 테스팅 실무	https://www.yes24.com/product/goods/4246457	권원일, 이현주, 최승희, 이승호, 박은영, 조현길	STA(소프트웨어테스팅연구소)	2010년 09월	26600	9.2	23
607	데이타베이스 시스템	https://www.yes24.com/product/goods/3423280	이석호	정익사	2014년 08월	34200	9.2	9
608	AI 이해력	https://www.yes24.com/product/goods/189829859	박민경	로드북	2026년 05월	22500		0
609	AI와 화학제품 독성 예측	https://www.yes24.com/product/goods/192695534	서명원	커뮤니케이션북스	2026년 07월	12000		0
610	AI 에이전트와 애플리케이션	https://www.yes24.com/product/goods/192038123	로베르토 인판테, 이병욱	에이콘출판사	2026년 06월	36000		0
611	누구나 이해하는 클라우드 인프라 지식 사전	https://www.yes24.com/product/goods/191818663	바바 도시아키, 김완섭	한빛미디어	2026년 06월	29700	10.0	1
612	LUVIT♥ EPL과 유튜브 데이터로 배우는 DuckDB	https://www.yes24.com/product/goods/191697558	이기준	제이펍	2026년 06월	27000	10.0	2
613	하루 30분, 나는 제미나이로 돈을 번다	https://www.yes24.com/product/goods/182256559	김민규	한빛미디어	2026년 03월	17100	9.3	33
614	로봇, 그리고 로봇을 사랑하는 사람들	https://www.yes24.com/product/goods/181123366	이브 헤롤드, 김창규	현암사	2026년 03월	18000	10.0	10
615	코딩으로 피어나는 스마트팜 with 인공지능	https://www.yes24.com/product/goods/179606150	표정완, 장원규	딩코랩	2026년 02월	20900		0
616	멘토시리즈 진짜 포토샵+with AI	https://www.yes24.com/product/goods/178728857	코리아교육그룹 연구소	코리아교육그룹	2026년 01월	25200	10.0	1
617	라즈베리파이로 만드는 인공지능과 사물인터넷	https://www.yes24.com/product/goods/173202173	장문철	먼슬리북스	2026년 03월	20250	10.0	8
618	ChatGPT와 아두이노로 만드는 AI 음성비서	https://www.yes24.com/product/goods/173200410	장문철	먼슬리북스	2026년 01월	17550	10.0	9
619	노션 템플릿 상점	https://www.yes24.com/product/goods/148562901	Rei, 노슈니	길벗	2025년 07월	19800	9.8	144
620	이게 되네? 챗GPT 미친 기획 X 마케팅 59제	https://www.yes24.com/product/goods/146492205	이나현, 황성민	골든래빗	2025년 06월	23400	10.0	6
621	나는 해외구매대행으로 한 달에 월급을 두 번 받는다	https://www.yes24.com/product/goods/136883319	제노	위키북스	2024년 11월	21600	10.0	5
622	대치동 엄마들도 모르는 AI 활용법 2	https://www.yes24.com/product/goods/193689833	이종구, 이정화, 김찬곤, 한금화, 도윤서, 정보 더 보기/감추기, 이종구, 이정화, 김찬곤, 한금화, 도윤서, 오지성, 조현주, 배은영(밸라쌤), 박찬두	디지털콘텐츠그룹	2026년 07월	24300		0
623	대치동 엄마들도 모르는 AI 활용법 1	https://www.yes24.com/product/goods/193689689	박찬두, 배은영(밸라쌤), 조현주, 오지성, 도윤서, 정보 더 보기/감추기, 박찬두, 배은영(밸라쌤), 조현주, 오지성, 도윤서, 한금화, 김찬곤, 이정화, 이종구	디지털콘텐츠그룹	2026년 07월	19800		0
624	나는 AI 에이전트 팀과 일한다	https://www.yes24.com/product/goods/193592364	박현아	제이펍	2026년 07월	23400		0
625	AI와 라이프 아크 (큰글자책)	https://www.yes24.com/product/goods/193448341	노유진	커뮤니케이션북스	2026년 07월	25000		0
626	AI 창업 퍼실리테이터 (큰글자책)	https://www.yes24.com/product/goods/193448339	이명관, 박상혁	커뮤니케이션북스	2026년 07월	25000		0
627	AI 리터러시 수업	https://www.yes24.com/product/goods/193072404	배장섭	어가	2026년 07월	20000		0
628	AI 시대의 재난 현장 (큰글자책)	https://www.yes24.com/product/goods/193061798	이대호	커뮤니케이션북스	2026년 07월	25000		0
629	AI와 사회정서학습	https://www.yes24.com/product/goods/193051840	최철웅	커뮤니케이션북스	2026년 07월	12000		0
630	인간지능 : AI의 협업과 소버린 AI	https://www.yes24.com/product/goods/193051838	이헌구, 이동일	커뮤니케이션북스	2026년 07월	12000		0
631	2026 챗GPT 업무 활용 마스터	https://www.yes24.com/product/goods/193050142	강승우	삼일인포마인	2026년 07월	20000		0
632	AI 에이전트로 만드는 멀티미디어 전자책	https://www.yes24.com/product/goods/192978021	황원판	BOOKK(부크크)	2026년 06월	34000		0
633	AI 시대, 방송콘텐츠 교육	https://www.yes24.com/product/goods/192871544	박민서, 이승현	커뮤니케이션북스	2026년 07월	12000		0
634	우분투 리눅스	https://www.yes24.com/product/goods/192735146	이종원	한빛아카데미	2026년 06월	35000		0
635	AI도 모르는 글쓰기: 초안을 완성으로 바꾸는 AI 협업 글쓰기	https://www.yes24.com/product/goods/192630667	정나래	한빛미디어	2026년 06월	19800	9.9	30
636	유아 놀이와 AI 교육	https://www.yes24.com/product/goods/192557879	최수연	커뮤니케이션북스	2026년 06월	12000		0
637	목회사역 AI 프롬프트 모음집	https://www.yes24.com/product/goods/192498869	이희준	BOOKK(부크크)	2026년 06월	18000		0
638	윈도우 포렌식 수사	https://www.yes24.com/product/goods/192491769	이승무	(주)박영사	2026년 06월	42000		0
639	디지털 혁신을 이끄는 정보화전략계획 (ISP)	https://www.yes24.com/product/goods/192470749	이장영	좋은땅	2026년 06월	58500		0
640	문구의 세계	https://www.yes24.com/product/goods/192300987	문구 제조사 노우토,  타카기 요시노리, 고영자	영진닷컴	2026년 06월	18000		0
641	챗GPT와 제미나이 그리고 AI 숏폼 동영상 제작과 활용법의 인공지능 입문 실무 업무 자동화 왕초보 입문 3종 패키지	https://www.yes24.com/product/goods/192207269	액션미디어 편집부	액션미디어	2026년 06월	49800		0
642	공간 컴퓨팅: XR 인터랙션 디자인	https://www.yes24.com/product/goods/192123866	박동윤	에이콘출판사	2026년 06월	30600		0
643	중소기업의 AI 활용 실무	https://www.yes24.com/product/goods/192090565	배용일	BOOKK(부크크)	2026년 06월	24000	10.0	1
644	비전공자를 위한 클라우드 컴퓨팅	https://www.yes24.com/product/goods/192090475	백지석	BOOKK(부크크)	2026년 06월	21000		0
645	디자이너를 위한 AI 디자인 크리에이티브 아트워크	https://www.yes24.com/product/goods/192021270	정승용	제이펍	2026년 06월	22500	10.0	3
646	스마트폰 완벽 가이드 (2026최신판)	https://www.yes24.com/product/goods/191937826	최신만	디지털콘텐츠그룹	2026년 06월	18000		0
647	지방의정 AI로 혁신하라	https://www.yes24.com/product/goods/191890613	원성묵	새빛	2026년 06월	18000		0
648	AX 에이전트 경영	https://www.yes24.com/product/goods/191852992	황영오	미디어북	2026년 05월	24000		0
649	AI와 기독교 교육	https://www.yes24.com/product/goods/191547374	이성아	커뮤니케이션북스	2026년 06월	12000		0
650	AI를 길들이는 법	https://www.yes24.com/product/goods/191543351	장의웅	BOOKK(부크크)	2026년 06월	17300		0
651	처음이지만 프로처럼 쓰는 n8n	https://www.yes24.com/product/goods/191534262	곽지호(단테)	디지털북스	2026년 06월	29700		0
652	스마트폰으로 배우는 챗GPT & 생성형 AI	https://www.yes24.com/product/goods/191303626	안은진	아티오	2026년 06월	13500		0
653	여보! 코딩은 바이브야!	https://www.yes24.com/product/goods/191021061	김응	BOOKK(부크크)	2026년 06월	19500		0
654	예제가 가득한 챗GPT with 클로드 길라잡이	https://www.yes24.com/product/goods/190877794	이승우	정보문화사	2026년 06월	15120	9.9	16
655	얄팍한 AI 지식 쌓기	https://www.yes24.com/product/goods/190446025	김도균	ADK FIRST	2026년 05월	15120	9.6	5
656	청소년을 위한 바로 써먹는 필수 AI 활용법	https://www.yes24.com/product/goods/190365713	김환	알파에듀	2026년 06월	15120	10.0	16
657	초보도 바로 되는 AI 콘텐츠	https://www.yes24.com/product/goods/190278099	이도혜, 김인호, 문정수, 바울, 육화영, 정보 더 보기/감추기, 이도혜, 김인호, 문정수, 바울, 육화영, 이성열, 이수진, 이진영, 정지연, 노수승, 배경수, 김진선	미디어북	2026년 05월	20000	10.0	39
658	디지털 금융 보안과 데이터 거버넌스	https://www.yes24.com/product/goods/190274645	이기혁, 장항배	진한엠앤비	2026년 06월	23750		0
659	실전 50개 프로젝트로 배우는 바이브 코딩	https://www.yes24.com/product/goods/190271690	김선철, AI	BOOKK(부크크)	2026년 05월	26600		0
660	스마트한 시니어를 위한 엑셀과 파워포인트 흑백판	https://www.yes24.com/product/goods/190271633	차혜원	BOOKK(부크크)	2026년 05월	20000		0
661	AI와 과학관	https://www.yes24.com/product/goods/190210830	손성근, 김민환, 김상우	커뮤니케이션북스	2026년 05월	12000	10.0	2
662	크리에이터 김연지의 돈 되는 AI 콘텐츠 설계	https://www.yes24.com/product/goods/189850864	김연지	한빛비즈	2026년 05월	18000	10.0	37
663	AI를 이기는 개발자 커리어 관리 가이드	https://www.yes24.com/product/goods/189821967	강승현	제이펍	2026년 06월	21600	10.0	4
664	AI로 나만의 3D 애니메이션 만들기	https://www.yes24.com/product/goods/189522258	김희령	로드북	2026년 05월	24300		0
665	비전공자를 위한 네트워크 기초	https://www.yes24.com/product/goods/189439422	백지석	BOOKK(부크크)	2026년 05월	20000		0
666	하나면 다 된다 제미나이	https://www.yes24.com/product/goods/189438793	앤미디어	성안당	2026년 05월	20700	9.6	28
667	데이터 분석 오답 노트	https://www.yes24.com/product/goods/189238126	주정민, 허현	영진닷컴	2026년 05월	22500	9.9	24
668	나는 왜 개발자 말이 어려울까?	https://www.yes24.com/product/goods/189212974	이프로	경이로움	2026년 05월	19800	10.0	2
669	매출을 만드는 데이터 분석 with 챗GPT	https://www.yes24.com/product/goods/189045142	조선미	길벗	2026년 05월	28800	9.3	3
670	AI, 글쓰기, 저작권	https://www.yes24.com/product/goods/189007418	정지우	마름모	2026년 05월	10800	8.0	2
671	코어 스테이블코인	https://www.yes24.com/product/goods/188906223	박재현, 박지수	한빛미디어	2026년 05월	21600	10.0	6
672	LangGraph로 만드는 AI 에이전트 서비스	https://www.yes24.com/product/goods/188880177	전상우, 정영훈, 서평원, 이정훈, 이민혁	성안당	2026년 05월	26100	9.8	9
673	AI디톡스	https://www.yes24.com/product/goods/188831261	정강재	BOOKK(부크크)	2026년 04월	21600		0
674	내 손안에 일상이 되는 ChatGPT&Gemini	https://www.yes24.com/product/goods/188601208	김아진, 윤이음	예문랩	2026년 05월	13500		0
675	그림으로 배우는 리눅스	https://www.yes24.com/product/goods/188270269	카와노 고토부키, 김성훈	영진닷컴	2026년 05월	18000		0
676	클린 아키텍처 with 파이썬	https://www.yes24.com/product/goods/188253761	샘 킨, 송영숙	한빛미디어	2026년 04월	29700	9.8	8
677	AI와 청소년 윤리 교육	https://www.yes24.com/product/goods/187927604	고정아	커뮤니케이션북스	2026년 04월	12000		0
678	Access(액세스) VBA 길잡이	https://www.yes24.com/product/goods/187593533	김중광	다솜출판사	2024년 04월	26100		0
679	STATA를 활용한 정책평가	https://www.yes24.com/product/goods/187309716	우석진, 김도형	지필출판사(지필미디어)	2026년 04월	34000		0
680	다시 찾는 디지털 서비스를 만드는 8가지 법칙	https://www.yes24.com/product/goods/187307360	권혜민	제이펍	2026년 04월	18000	9.9	19
681	피지컬 AI와 에이전틱 AI가 바꾸는 미래	https://www.yes24.com/product/goods/187050404	권오형, 최재용, 김보성, 김은희, 김재연, 정보 더 보기/감추기, 권오형, 최재용, 김보성, 김은희, 김재연, 나병인, 유채린, 임기정, 차승희, 최소은, 김진선	미디어북	2026년 04월	20000	10.0	19
682	바이브 코딩 항해일지	https://www.yes24.com/product/goods/186936120	동준상	에이콘출판사	2026년 04월	25200	10.0	2
683	7일 단기 완성 해킹 입문	https://www.yes24.com/product/goods/186686870	노미조 노미조, 심중은	제이펍	2026년 04월	25200	10.0	1
684	제미나이(Gemini) 재미나게 활용하기	https://www.yes24.com/product/goods/186675967	강신진, 서완석, 오정택	BOOKK(부크크)	2026년 04월	18300		0
685	AI시대, 스토리텔링의 재탄생	https://www.yes24.com/product/goods/186141317	김태원	파람북	2026년 04월	17100	10.0	3
686	코지마 히데오의 게임론	https://www.yes24.com/product/goods/185767661	브라이언 히카리 하츠하임, 문성호	AK(에이케이 커뮤니케이션즈)	2026년 04월	20710	9.8	9
687	그냥 따라하다 배우는, 나노바나나 100선	https://www.yes24.com/product/goods/185721925	이재용	비엘북스	2026년 04월	19800		0
688	혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 미리캔버스	https://www.yes24.com/product/goods/185639310	김태훈, 손민지, 유수근	한빛미디어	2026년 04월	20700	10.0	69
689	프롬프트 지옥에서 탈출하는 Claude Code 개발 자동화 시스템	https://www.yes24.com/product/goods/185523191	박현일, 조용현	BOOKK(부크크)	2026년 03월	37000	2.0	1
690	콘텐츠 디자인 with 나노 바나나	https://www.yes24.com/product/goods/185472118	홍순성	한빛미디어	2026년 04월	25200	9.8	13
691	입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀	https://www.yes24.com/product/goods/184642019	강인성	앤써북	2026년 04월	15120	10.0	15
692	Play! SOLIDWORKS 솔리드웍스 2026 Master	https://www.yes24.com/product/goods/184510723	원동현	청담북스	2026년 03월	33250		0
693	투닝	https://www.yes24.com/product/goods/184510719	김은지	문화출판더하다	2026년 03월	19800		0
694	예제가 가득한 제미나이 길라잡이	https://www.yes24.com/product/goods/184402617	이승우	정보문화사	2026년 04월	15120	9.9	25
695	랭체인으로 구현하는 AI 서비스 & 에이전트 개발 입문	https://www.yes24.com/product/goods/184272211	ML_Bear, 손민규, 장하렴	영진닷컴	2026년 04월	25200	10.0	18
696	스프링 부트 4 개발자 되기 + AI : 자바 편	https://www.yes24.com/product/goods/183794163	신선영	골든래빗	2026년 04월	30600	8.0	2
697	모두를 위한 진짜 쎈 바이브 코딩 with 인스타그램 클론 코딩	https://www.yes24.com/product/goods/183754093	전병우, 박윤철, 노마드코알라	리코멘드	2026년 04월	25200	9.8	26
698	누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전	https://www.yes24.com/product/goods/183753179	김수진	아티오	2026년 04월	12600		0
699	맛있는 디자인 프리미어 프로 CC 2026	https://www.yes24.com/product/goods/183747150	심수진, 윤성우	한빛미디어	2026년 04월	24300	9.8	36
700	네이버 블로그 첫걸음	https://www.yes24.com/product/goods/183706883	전진수	혜지원	2026년 03월	15300	9.8	9
701	30가지 예제로 따라 하며 배우는 ComfyUI 클라우드	https://www.yes24.com/product/goods/183072607	여승호, 신무경	제이펍	2026년 03월	19800	10.0	9
702	된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기	https://www.yes24.com/product/goods/182958115	이재윤, 정해준	이지스퍼블리싱	2026년 03월	18900	9.5	15
703	인과 데이터 사이언스	https://www.yes24.com/product/goods/182929521	이석민	법문사	2026년 02월	30000		0
704	AI 시대의 IT 로컬라이제이션	https://www.yes24.com/product/goods/182892802	정성희, 오오코시 히토미	커뮤니케이션북스	2026년 03월	12000		0
705	30일 완성 제미나이 업무 혁명	https://www.yes24.com/product/goods/182813489	AI싱크클럽(이재만)	루비페이퍼	2026년 04월	23400	9.9	45
