순위,도서명,상세링크,저자,출판사,출판일,판매가(원),평점,리뷰수,책소개
845,AI와 디지털 헬스케어,https://www.yes24.com/product/goods/149866407,임미가,커뮤니케이션북스,2025년 08월,12000,,0,인공지능과 기술이 예측·예방 중심의 건강 관리를 어떻게 구현하는지 설명한다. 고령화·우울·고립 등 사회적 난제 속에서 헬스케어의 미래를 탐색한다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 수 있다.
846,만화로 쉽게 배우는 시계열 분석,https://www.yes24.com/product/goods/149745776,"다카하시 이치로, 권기태",성안당,2025년 07월,16200,,0,"과거의 흐름을 읽고, 미래를 예측하는 데이터 분석의 기술을 알아본다! 
시간의 흐름 속에서 데이터를 읽고, 미래를 예측하는 분석 기술인 ‘시계열 분석(Time Series Analysis)’. 다소 생소하고 어렵게 느껴질 수 있는 이 분야를 누구나 쉽고 흥미롭게 접근할 수 있도록 구성한 입문서가 출간되었다. “데이터를 보면 정말 미래를 알 수 있나요?” 이 단순한 질문에서 출발한 이 책은 매출, 재고, 날씨, 트렌드 등 시간에 따라 변화하는 데이터를 분석함으로써 미래를 예측하고 비즈니스에 어떻게 적용할 수 있는지를 이야기한다. 책의 무대는 한 중견 가전제품 제조사의 단 두 명으로 구성된 데이터 분석팀. 이들의 좌충우돌 실무 스토리를 따라가며 시계열 데이터의 개념부터 분석 기법, 실제 기업 적용 사례까지 자연스럽게 익힐 수 있다.
특히 만화 형식으로 구성되어 있어 복잡한 수식이나 어려운 용어 없이도 시계열 분석의 기본부터 실전까지 단계적으로 학습할 수 있다. 주요 개념은 이미지와 사례 중심으로 설명되며, 유쾌한 캐릭터들의 대화와 재치 있는 전개를 통해 독자들은 지루함 없이 내용을 받아들일 수 있다. 
이 책은 데이터 분석이 처음인 입문자는 물론, 실무에 시계열 분석을 도입하고자 하는 기획자, 마케터, 엔지니어 등 다양한 독자층에게 유익한 길잡이가 될 것이다. 미래를 예측하고 싶은 모든 이들을 위한 시계열 분석 입문서를 만나 보자."
847,아는 만큼 보이는 생성형 AI,https://www.yes24.com/product/goods/149680614,김주영,길벗,2025년 07월,19800,9.7,26,"AI가 일의 판도를 바꾸고 있다!
챗GPT, 제미나이, 클로드, 클로바X, 달리, 미드저니, 스테이블 디퓨전, 수노, 유디오까지
지금 당장 필요한 생성형 AI 기초 지식과 사용법
생성형 AI를 사용하는 것은 그냥 걷던 사람이 자전거를 타게 된 것과 같다. 지금은 자전거를 타는 수준이지만 나중에는 자동차를 타는 수준으로 바뀔지 모른다. 『아는 만큼 보이는 생성형 AI』는 전문 용어로 서술된 책은 부담스럽고, 사용법만 설명한 책은 이론적으로 아쉬운 분들을 위해 생성형 AI 기술의 개념, 주요 용어, 대표 서비스를 설명한다. 
기업과 대학에서 생성형 AI 강의를 하며 정리한 자료를 바탕으로 누구나 이해하기 쉽게 일상의 용어와 표현으로 풀어냈다. 생성형 AI가 특정 직업을 대체하기보다 직업의 성격과 작업 방식을 바꿀 것이라는 전망과, 이에 따른 인간의 역할 변화에 대해서도 살펴볼 수 있다."
848,가장 쉬운 독학 캔바 첫걸음,https://www.yes24.com/product/goods/149659316,"원정민, 조영진, 신명진, 이상수",동양북스(동양books),2025년 07월,24750,9.9,23,"쉽고 빠른 최고의 디자인 툴 캔바로 모든 콘텐츠를 빠르고 쉽게!
독학도 효율적으로 스마트하게!
PPT, SNS 게시물, 숏폼, 썸네일 모두는 핵심적인 내용이 중요하지만 디자인 역시 매우 중요하다. 그렇다고 감각적인 디자인을 위해 공부하고 연구하기에는 너무 많은 시간과 노력이 든다. 『가장 쉬운 독학 캔바 첫걸음』에서는 정말 빠르고 쉽게 맞춤형 디자인을 제공할 수 있는 최고의 툴 캔바를 활용해 전문적인 디자인 감각이 없어도 쉽고 간단하게 할 수 있는 디자인 노하우를 알려준다.
로그인, 요금제, 디자인 편집, 앱 추천, AI 활용법 등 캔바 핵심 기능을 쉽게 설명하는 ‘저자 직강 영상 강의’를 곳곳에 QR로 제공한다. 책과 함께 영상 강의를 보면서 캔바의 기능을 쉽게 실습할 수 있다. 또한 독자들이 활용하면 좋을 템플릿들을 ‘저자 제공 막강 링크’ QR로 제공해 번거롭게 찾을 필요 없이 간편하게 활용할 수 있다."
849,오늘부터 회사에서 AI 합니다,https://www.yes24.com/product/goods/149432094,"이활석, 업스테이지 AI 교육 부문",디지털북스,2025년 07월,19800,10.0,11,"“오늘부터 회사에서 AI를 도입한다면 무엇부터 어떻게 해야 할까?”
AI의 개념부터, AI 서비스 기획 및 제작의 모든 것.
어느 날 대표님이 “자, 여러분 요즘 AI가 대세라고 하니 우리도 트렌드 좀 따라가 봅시다. 회사에 AI를 도입할 거예요. AI를 사용하면 업무 효율이 좋아진다고 하니 이제 AI 좀 해봅시다!”라고 선언했다. 회사에서 AI를 한다고? “네, 기다리고 있던 바입니다.”라고 대답하고, 바로 따라갈 만큼 AI에 대한 준비가 되어 있는가? 아니면 “AI? 챗GPT 하면 되는 건가? 그럼 나는 뭘 해야 하지?”라고 멘붕에 빠질 것인가?
『오늘부터 회사에서 AI 합니다』는 멘붕에 빠질 대다수의 우리들에게 답을 주는 책이다. AI에 대한 기초 지식이 없어 AI에 대한 공부를 시작하고자 하는데 막막한 사람들도, 파이썬이나 개발에 대한 기본 지식이 없는 사람들도 AI 기술과 생태계를 넓은 시야로 이해하며 공부를 시작할 수 있도록 도와준다. 소프트웨어 프로그램의 개념부터 시작해서 AI 제품 기획, 개발, 운영, 유지보수까지 전 과정을 다루며, 기술적 이해가 부족한 기획자나 마케터도 쉽게 따라올 수 있도록 예시와 비유를 통해 설명해 주고 있다. 특히 AI 개발 조직의 직군별 역할, 협업 방식, 데이터와 모델 관리, 윤리적 고려사항 등 실무에 꼭 필요한 내용을 풍부한 사례와 함께 담아냈다.
이 책은 AI를 처음 도입하려는 기업, AI 프로젝트를 기획 중인 실무자, 그리고 AI 생태계를 이해하고 싶은 모든 독자에게 실질적인 가이드가 되어 줄 것이다."
850,쉽게 배우는 운영체제,https://www.yes24.com/product/goods/149421496,조성호,한빛아카데미,2025년 07월,33000,10.0,3,"명쾌한 비유와 사례로 배우는
운영체제의 구조와 원리
『쉽게 배우는 운영체제(3판)』은 운영체제의 기본 구조와 핵심 원리를 배우고자 하는 IT학과 학생을 대상으로  했다. 주요 개념은 실생활의 사례를 통해 설명하고, 개념 간의 관계는 그림과 표로 정리하였다. 운영체제 구성 요소의 유기적 관계를 파악할 수 있도록 각 파트 도입부에 개념 지도를 수록하였고, 시스템 코드 사례를 심화 요소로 구성하여 구체적인 동작 원리를 학습할 수 있도록 하였다.
※ 연습문제 해답은 객관식 홀수 번호 문항에 한해 제공한다."
851,라이노 3D로 주얼리를 만들자,https://www.yes24.com/product/goods/149405513,김현철,창조와지식,2025년 07월,23400,10.0,1,"3D 프린터는 기술이 점차 발전하면서 제품, 건축, 주얼리뿐만 아니라 의료산업까지 그 분야가 확대되어 널리 활용되고 있다. 이에 3D 프로그램을 활용한 주얼리 제작 역시 그 시장성이 놀라울 만큼 발전하여 귀금속제조 업계의 대부분이 라이노 3D를 활용하 여 주얼리를 설계하고 출력, 주조 작업, 귀금속가공 공정을 거쳐 제품화하고 있다. 그만큼 활용도가 높은 라이노 3D를 홀용하여 주얼리 제작 기초부터, 실전 주얼리 설계까지의 과정을 참고하여 앞으로 주얼리 모델러 가 되고자 하는 학생 및 예비 모델러의 길에 지침이 되고자 한다."
852,AI 의인화,https://www.yes24.com/product/goods/149374586,"김보경, 김소연",커뮤니케이션북스,2025년 07월,12000,,0,"우리는 왜 인간을 닮은 AI에게 감정을 느끼고, 때론 위로받는가? 감정 없는 기계에 정을 느끼는 인간 심리의 작동 원리를 밝히며, AI와의 공존을 위한 윤리와 신뢰 설계의 방향을 제시한다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 수 있다."
853,구글 AI Gemini 그림 초등왕,https://www.yes24.com/product/goods/149243919,코딩 코치스,BOOKK(부크크),2025년 07월,15800,,0,"“AI 전 영역에서 ‘그림 그리기’는 우리 아이들이 가장 빠르게 프로 수준의 결과물을 체험하고 성취감을 느낄 수 있는 유일한 부문입니다!”
‘구글 AI Gemini 그림 초등왕 :그림 그리는 우리 아이를 위한 AI 안내서!’는 다음의 3가지 특별함이 있어요.
　
첫째, 가장 쉽고 직관적인 방법을 알려줍니다.
영어로 길고 복잡한 주문을 외울 필요가 없어요. 이 책의 가장 큰 비밀은 바로 ‘사진으로 말하기’입니다. 
　
둘째, ‘선택’의 즐거움을 통해 나만의 스타일을 찾아갑니다.
Gemini는 정말 특별한 능력을 가지고 있어요! 우리가 하나의 마법 주문(프롬프트)을 외치면, 한 번에 여러 개의 그림 시안을 마법처럼 제안해 준답니다. 
　
셋째, ‘진짜’ 쓸 수 있는 결과물을 만드는 실용적인 팁을 담았습니다.
Gemini가 그려준 멋진 그림들을 학교 발표 자료, 가족 영상, 나만의 굿즈 등 다양한 곳에 활용하고 싶나요? 이 책은 여러분의 창작물을 현실 세계에서 다양하게 활용할 수 있는 구체적인 방법을 알려줄 거예요. 
- 저자의 말 중에서"
854,인프라 엔지니어의 교과서,https://www.yes24.com/product/goods/149193207,"사노 유타카, 김성훈",길벗,2025년 07월,19800,10.0,11,"어디서부터 인프라를 시작해야 할지 막막한 당신을 위해,
최적의 인프라 선택을 위한 완벽 가이드
『인프라 엔지니어의 교과서 개정 2판』은 인프라 관리를 시작하는 법부터 데이터 센터와 장애 대응까지, 실무자가 알아야 할 인프라의 기본 요소를 빠짐없이 다루고 있다. 서버, 네트워크, 스토리지, 클라우드, 데이터 센터, 인프라 운영, 대규모 인프라, 구매까지 인프라 엔지니어라면 꼭 알아야 할 개념과 지식을 실용적인 순서로 모두 담았다. 풍부한 도표, 일러스트, 사진 자료, 기업 사례가 함께 제공되므로 쉽고 빠르게 실무 지식을 쌓을 수 있다. 추가로 LINE 사의 창업 멤버이자 25년차 인프라 전문가인 저자의 노하우를 곳곳에 담아, 신입 시스템 엔지니어는 물론이고 개발자, 관리자, 기획자 모두의 합리적인 의사결정을 돕는다. 인프라 엔지니어링의 A부터 Z까지를 모두 담은 이 책으로 다양한 선택지에서 최적의 해결책을 고르는 방법을 배우고, IT 인프라 세상의 첫걸음을 내딛어 보자!"
855,AI 융합 교육 교사,https://www.yes24.com/product/goods/148848952,김귀훈,커뮤니케이션북스,2025년 07월,12000,,0,"두려움 대신 용기로, AI를 수업의 친구로 받아들이는 교사들의 실제 이야기를 통해 변화의 길을 함께 모색한다. 기술보다 아이들을 먼저 생각하는 교사의 마음에서 출발한다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 수 있다."
856,생성형 AI를 활용한 논문 작성법,https://www.yes24.com/product/goods/148767861,김귀훈,홍릉,2025년 06월,29000,,0,"구오 제드의 『생성형 AI를 활용한 논문 작성법』은 〈ChatGPT를 대표하는 대규모 언어 모델: 제품 응용에서 질문 로직까지〉, 〈AI 활용 학술 논문 주제 선정 가이드〉, 〈생성형 AI 활용: 연구 방법 섹션 구성 및 글쓰기〉 등이 수록되어 있는 책이다."
857,마인크래프트 건축 가이드 마법 프로젝트,https://www.yes24.com/product/goods/148704026,"Mojang Studio, 강세중",영진닷컴,2025년 07월,12600,10.0,2,"마인크래프트 건축 공식 가이드
마법같이 신비한 마인크래프트 건축의 세계 
마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동을 할 수 있는 게임이다. 전 세계 2억 명이 넘는 사용자와 수많은 커뮤니티를 갖고 있으며, 집중력과 창의력 등 교육적인 효과도 뛰어나다. 『마인크래프트 건축 가이드 마법 프로젝트』는 Mojang의 마인크래프트 개발자들이 참여한 공식 가이드 시리즈로 게임에서 건축을 하기 위해 꼭 알아야 할 여러 가지 정보와 팁들이 가득하다. 
거대한 콩나무와 호박 마차부터 사나운 드래곤과 요술 램프 보트까지 동화 속에 나올 법한 20여 개의 신비로운 마법의 건물들을 만들어 보자. 마인크래프트에서 즐길 수 있는 작고 매력적인 건축물을 직접 만들어 보면서 창의력과 아이디어를 기를 수 있다. 이 책에는 건물별 세부 설계도와 단계별 건축 가이드, 다양한 제작 팁 등 쉽게 재미있게 건축을 할 수 있는 다양한 요소들을 담고 있다. 또한 여기서 소개된 각각의 건축 기법들을 조합하고 창의력을 발휘해서 새롭고 독창적인 건축물을 만들어 볼 수도 있다."
858,파이썬으로 배우는 소프트웨어와 인공지능,https://www.yes24.com/product/goods/148703391,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,25000,,0,"빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하고, 이런 기술들을 자신의 전공 분야에 접목할 수 있도록 하는 데 중점을 두었다.
알파고의 등장 이후로 인공지능에 대한 사회적인 관심이 급증하고 있으며, 4차 산업혁명의 발전으로 다양한 산업 분야에서 소프트웨어 기술과의 융합이 이루어지고 있다. 이에 따라 소프트웨어와 인공지능 기술 관련 지식은 컴퓨터공학 전공자만이 아니라 모든 사회 구성원들이 필수적으로 갖추어야 하는 기초 소양이 되었다. 이 책은 4차 산업혁명의 핵심 기술인 빅데이터와 인공지능, 기계학습, 파이썬 언어 등을 체험하게 하고, 이러한 기술들을 자신의 전공 분야에 쉽게 접목할 수 있도록 유도하는 내용으로 구성하였다."
859,인공 인간,https://www.yes24.com/product/goods/148420115,"수잔 슈나이더, 이해윤, 김성묵",한울아카데미,2024년 05월,22000,,0,"이 책의 핵심은 철학과 과학 간의 대화이다
새로운 기술의 과학이 마음, 자아, 인간에 대한 우리의 철학적 이해에 문제를 제기하고 이해의 폭을 넓혀줄 수 있다. 그에 반해 철학은 의식이 있는 로봇이 존재할 수 있는지, 마이크로칩으로 뇌의 대부분을 다시 이식해도 여전히 나라고 확신할 수 있는지 등 새로운 기술이 이룰 수 있는 것에 대한 우리의 판단력을 날카롭게 해준다.
의식 있는 인공지능은 실제로 만들어지지 않을 수도 있고, 다른 비생물학적 기질에서 의식을 만들어낸다는 것은 물리학 법칙과 호환되지 않을지도 모른다. 그러나 우리가 개발하는 인공지능이 의식을 갖는지 여부를 신중하게 판단함으로써 이 문제에 접근할 수 있다. 그리고 표면적으로 인간과 유사한 인공지능을 의식 있는 것으로 바라보는 경향과 기술 공포증을 넘어 이 모든 것을 공개적으로 토론함으로써, 우리는 의식 있는 인공지능을 만들어야 하는지 여부와 그 방법을 더 잘 판단할 수 있을 것이다. 이러한 선택은 사회가 신중하게 내려야 하며, 모든 이해관계자가 참여해야 한다."
860,잘 통하는 보고서 작성의 비밀,https://www.yes24.com/product/goods/148368955,임영균,한빛미디어,2025년 07월,18000,9.6,32,"보고서의 성패는 생각을 얼마나 명확하고 설득력 있게 전달하는지에 달려있다!
모호함을 넘어 명확함으로, 부담을 넘어 간결함으로, 막막함을 넘어 체계적으로
많은 직장인이 보고서 작성에 막연한 두려움을 느끼는 것은 결국 명확한 보고서 작성법을 모르기 때문이다. 자전거를 처음 탈 때와 같이 보고서를 처음 작성할 때는 어렵고 막막하게 느껴질 수 있지만, 한 번만 제대로 익히면 더 이상 두려운 대상이 아닌 유용한 도구가 된다. 보고서는 상사의 생각을 움직이는 무기가 될 수 있다. AI가 보고서 작성을 대신하는 시대에도 문서 구조를 이해하고 설득력 있는 표현을 구사하는 사람의 역할은 여전히 중요하다. 보고서 작성 능력을 키워야 AI에 종속되는 것이 아닌, AI를 능동적으로 다룰 수 있다.
'어차피 안 될 것', '잘 해봐야 본전' 이런 고민과 스트레스는 모든 직장인의 부담이자 현실적인 고충이다. 그러면 내 보고서는 왜 반려될까? 생각을 체계적으로 정리하고 잘 드러내는 방법, 불필요한 사족이나 중복된 표현을 제거하고, 복잡한 내용을 기호나 하이라이팅을 통해 간결하게 전달하는 실질적인 방법이 이 책에 있다. 짧지만 강력한 문장, 내 의도가 깔끔하게 반영된 문단, 상대가 원하는 내용을 간결하게 보여주는 구성을 통해 모두의 시간과 노력을 절약하는 효과적인 보고서 작성의 기술을 담았다.
보고서의 기획부터 프레젠테이션 시각화까지! 보고서 작성은 처음부터 끝까지 연결된 과정이다. 이 책은 보고서의 작성 목적과 유형을 파악하는 방법, 문단 정리 기술, 복잡한 내용을 체계적으로 정리하는 방법, 나아가 이미지, 도해화, 차트와 같은 시각적 표현 기술 등 보고서의 A부터 Z까지를 종합적으로 다룬다. 1만 건이 넘는 보고서 검토 경험이 집약된 저자의 실질적인 노하우를 배운다면, 정답이 없는 보고서의 세계에서 자신만의 정답에 가까워지는 길을 찾을 수 있을 것이다."
861,AI 에디터 커서 Cursor 완벽 가이드,https://www.yes24.com/product/goods/148350160,"키노시타 유이치로, 김모세",영진닷컴,2025년 07월,19800,9.5,8,"말하기만 하면 만들어주는 AI 코드 에디터, Cursor로 시작하는 새로운 프로그래밍
프로그래밍의 상식이 바뀌고 있다. 생성형 AI의 등장은 소프트웨어 개발의 패러다임을 근본적으로 변화시키고 있으며, 이제는 프로그래밍 언어를 배우지 않아도 자연어만으로 프로그램을 만들 수 있는 시대가 열렸다. 『AI 에디터 커서 Cursor 완벽 가이드』는 그런 변화의 중심에 있는 AI 코드 에디터, Cursor를 중심으로 AI 기반 프로그래밍의 새로운 흐름을 소개한다.
Cursor는 자연어 명령만으로 코드 생성, 수정, 디버깅을 도와주는 혁신적인 도구로, 초보자는 물론 숙련된 개발자에게도 새로운 개발 방식의 가능성을 제시했다. 이 책에서는 Cursor의 기본 사용법부터 프롬프트 작성 요령, 다양한 프로그래밍 언어를 활용한 실전 예제까지 폭넓게 다루며, 누구나 쉽게 AI와 협업하는 코딩 방식을 배울 수 있도록 구성되어 있다. 프로그래밍에 익숙하지 않은 독자도 자연어 기반의 코드 생성을 경험하며 프로그래밍의 기본 원리를 자연스럽게 익힐 수 있고, 기존 개발자들은 AI를 통한 효율적이고 창의적인 개발 방식에 대한 인사이트를 얻을 수 있다. Python, JavaScript(React), Go, Swift, Dart(Flutter), 셸 명령어 등 다양한 언어의 활용 사례가 포함되어 있어 실무에도 바로 적용할 수 있다.
이 책은 프로그래밍 입문자, 개발 경험자, 전문 엔지니어, 그리고 비개발자까지 폭넓은 독자층을 대상으로 하며, AI 시대에 걸맞은 새로운 개발 환경과 협업 방식에 대한 실용적인 안내서가 되어 줄 것이다. AI 네이티브 프로그래밍의 세계로 들어가는 가장 쉬운 길, 이제 Cursor와 함께 시작해 보자."
862,따라 하며 배우는 유니티 게임 개발,https://www.yes24.com/product/goods/148184558,"아라카와 다쿠야, 아사노 유이치, 윤준",한빛미디어,2025년 06월,21600,9.3,3,"프로그래밍 몰라도 OK!
설치부터 완성까지, 단계별 실습으로 배우는 게임 개발
『따라 하며 배우는 유니티 게임 개발』은 유니티를 처음 접하는 사람도 게임을 직접 만들 수 있도록 돕는 실습형 입문서이다. 유니티 설치부터 계정 생성, 프로젝트 설정, UI 구성까지 친절하게 설명한다. 어렵게 느껴질 수 있는 개발 환경 구축부터 ‘구슬 굴리기’ ‘동전 줍기’ ‘플라잉 버드’ 예제를 통한 게임 제작 기본기까지 유니티 사용법을 자연스럽게 익힐 수 있다. 특히 ‘프로그래밍’에 대한 부담을 줄이기 위해 코딩 없이 게임 동작을 구현할 수 있는 비주얼 스크립팅 기능도 함께 다룬다. ‘블록 깨기’ ‘날아라 꼬꼬’ 게임을 만들며 초보자도 프로그래밍의 핵심 개념을 직관적으로 익힐 수 있다. 이 책과 함께라면 유니티가 처음이라도 걱정 없다. 한 걸음씩 따라 하다 보면 유니티 초보를 탈출할 수 있을 것이다."
863,실무에서 SQL을 다루는 기술,https://www.yes24.com/product/goods/148181079,"마크 사이먼, 조은옥",한빛미디어,2025년 06월,29700,9.8,8,"“쿼리는 아는데, 실무 적용이 어렵다면?”
현업 시나리오를 따라가며 실전 감각을 키우는 SQL 설계, 최적화, 분석 노하우
『실무에서 SQL을 다루는 기술』은 온라인 서점 운영이라는 시나리오를 바탕으로, 하나의 샘플 데이터베이스를 중심에 두고 고객 등록부터 장바구니, 주문 및 결제, 배송까지의 실무 흐름을 따라 SQL을 단계적으로 익히는 실전 중심의 구성을 따른다. 기본 SQL 문법을 짚고 넘어간 뒤, 효율적인 데이터베이스 설계와 고급 쿼리 작성법, 테이블 간 관계 설정, 공통 테이블 표현식(CTE), 서브쿼리, 윈도우 함수 등 실전에 바로 적용할 수 있는 SQL 활용법을 폭넓게 다룬다. SQL 기초를 다진 사용자라면, 이 책을 통해 데이터 추출, 관리, 분석 역량을 한 단계 더 끌어올리자!"
864,디자인 경험을 바꾸는 UX/UI 디자인 with AI,https://www.yes24.com/product/goods/148121780,유훈식,한빛미디어,2025년 06월,28800,9.7,7,"한 번의 클릭, 한 줄의 문장으로
와이어프레임, 무드 보드, 아이콘, 시스템 디자인까지
디자이너의 발전사를 되돌아보면 실행자에서 의사 결정자로, 심미적인 영역에서 비즈니스 영역으로, 국소적인 전문 분야에서 통합적 경험 분야로 확대되는 여정을 볼 수 있다. 그렇다면 다음 시대가 요구하는 디자이너의 모습은 무엇일까? 
시대가 변해도 디자이너의 근본적인 역량은 단연 ‘창의성’입니다. 이 책은 UX/UI 디자이너가 근본 역량에 집중할 수 있도록 웹/모바일 서비스를 기획, 디자인, 개발하는 모든 과정에 AI를 활용하는 방법을 살펴본다. 언어 모델로 휴리스틱 평가, 사용자 인터뷰 분석, UX 라이팅을 하고 이미지 모델로 시나리오 보드, 와이어프레임, 무드 보드의 초안을 다질 수 있다. 또, 시중에 나온 수많은 UX/UI 자동화 도구 중에서도 가장 유용하고 시장성이 뛰어난 도구들을 소개한다. 이 여정을 따라가다 보면 AI 시대에 필요한 디자이너의 새로운 역량이 무엇인지 자연스럽게 이해하게 될 것이다."
865,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,https://www.yes24.com/product/goods/147983588,권원일,STA(소프트웨어테스팅연구소),2025년 06월,27000,,0,"생성형 AI는 이제 누구나 사용하지만, 정작 조직 차원에서 자신과 동료들의 업무에 효과적으로 활용하는 경우는 드물다. 이 책은 이 문제를 해결하기 위해 집필되었다. 실무에서 파편적으로 쓰이던 방법을 체계적으로 정리하고, 구체적인 활용법(How-To)을 제공한다. 막연한 가능성을 넘어, 생성형 AI를 실질적으로 활용할 수 있도록 직관적이고 실용적인 가이드를 제공한다. 업무 프로세스 전반에서 생성형 AI를 적용하는 구체적인 방법과 사례를 세부 업무별로 제시하며, 직접 실습할 수 있도록 실습 자료와 가이드를 포함했다."
866,버려지는 디자인 통과되는 디자인 - 편집 디자인,https://www.yes24.com/product/goods/147977458,"이미정, 유은진",길벗,2025년 07월,20700,9.9,35,"왜 내 디자인은 선택되지 못했을까?
버려지는 시안의 함정부터 통과되는 디자인의 핵심 원칙까지
〉 디자인 이론 : 다양한 편집 디자인 사례를 통해 개념을 확실히 이해
〉 디자인 해설 : 뚜렷한 기준과 원칙으로 편집 디자인의 전략과 공식 제시
〉 AI 실무 디자인 : 실제 현장에서 바로 적용 가능한 AI 활용법 안내
수많은 시안 중 선택받는 디자인과, 매번 수정 끝에 버려지는 디자인은 무엇이 다를까?
이 책은 디자이너의 감각만으로는 풀 수 없었던 클라이언트의 선택 기준을 면밀히 해부하고, 실전에서 살아남기 위한 편집 디자인의 전략과 공식을 제시한다. 감각만으로는 부족했던 그 지점을 전략으로 보완하고자 하는 디자이너라면, 이 책이 새로운 방향을 제시해 줄 것이다.
독자는 이 책을 통해, 클라이언트가 어떤 디자인에 ‘좋아요’를 누르는지, 디자이너는 무엇을 설득하고 무엇을 피해야 하는지, 반복되는 퇴짜 속에서도 통과되는 디자인에 공통적으로 숨어 있는 핵심 요소는 무엇인지에 대해 구체적이고 직관적으로 이해할 수 있다. 특히 이 책은 실무에서 클라이언트와의 커뮤니케이션에 어려움을 느끼는 편집 디자이너, 수차례 피드백에도 선택받지 못한 시안을 반복해 본 경험이 있는 디자이너, 감각 이상의 설득력 있는 디자인 전략을 체계적으로 배우고자 하는 디자이너, 그리고 매번 “좋은데요, 다른 것도 한 번 볼 수 있을까요?”라는 말에 지쳐 있는 모든 디자이너에게 강력히 추천한다.
디자인 이론
다양한 편집 사례를 통해 그리드, 색상, 서체, 배치의 원칙을 시각적으로 익히고, 실제 작업에 유연하게 적용할 수 있도록 구성
디자인 해설
탈락 시안의 공통된 문제를 짚어내고, 설득력 있는 레이아웃 흐름과 선택받는 시각적 논리를 전략적으로 정리
AI 실무 디자인
실제 현장에서 바로 활용 가능한 AI 디자인 도구의 적용법을 소개하여, 반복 작업을 줄이고 시안 완성도를 높이는 효율적인 방법 안내
버려지는 디자인(NO) / 통과되는 디자인(YES)
디자인 전후의 차이를 명확하게 비교하고, 수정 포인트를 중심으로 클라이언트의 선택 기준과 통과 요소를 한눈에 파악할 수 있도록 구성"
867,소플의 처음 만난 Next.js,https://www.yes24.com/product/goods/147976869,이인제,한빛미디어,2025년 06월,35100,9.6,16,"처음부터 끝까지 단계별로 완성! 실무에 바로 통하는 Next.js 입문 코스
Next.js는 현재 가장 널리 사용되는 리액트 기반 웹 프레임워크로 CSR, SSR, SSG 등 다양한 렌더링 방식부터 폴더 구조 기반의 라우팅, 서버리스 함수 구성까지 모던 프론트엔드 개발에 최적화된 주요 기능을 두루 갖추고 있다. 이제는 단순한 선택을 넘어 실무에 꼭 필요하며 커리어 성장을 위한 핵심 기술로 자리 잡았다. 이 책은 Next.js를 처음 접하는 개발자도 부담 없이 따라갈 수 있도록 기초 개념 정리부터 실습까지 한 걸음씩 짚어가는 친절한 가이드다. 타입스크립트와 개발 환경 설정부터 시작해 Next.js의 작동 방식을 이해하고 프로젝트 구조를 직접 만들어보며 자연스럽게 익힐 수 있도록 구성했다. 특히 Next.js 13부터 도입된 앱 라우터를 중심으로 페이지를 구성하는 폴더 구조와 다양한 화면 전환 방식 그리고 최신 기능들을 실습으로 쉽게 이해할 수 있도록 안내한다. 마지막에는 댓글 기능이 포함된 미니 커뮤니티 사이트를 직접 구현해보며 서버 액션을 이용한 폼 처리, Drizzle ORM 기반의 데이터베이스 연동, Vercel을 통한 배포까지 Next.js 기반 풀스택 애플리케이션 개발의 전 과정을 실전처럼 경험할 수 있다."
868,크리에이터를 위한 ChatGPT 활용 대전,https://www.yes24.com/product/goods/147965771,"쿠니모토 치사토, 챗GPT 연구회",정보문화사,2025년 06월,18000,9.8,26,"크리에이터 동료로서의 ChatGPT
ChatGPT를 단순 사무 업무가 아니라 각종 창작에 활용하는, 크리에이터만을 위한 활용법을 모두 담았다. SNS 관리부터 디자인, 일러스트 제작과 이야기의 플롯, 표현 변경 등의 시나리오 작성은 물론이고, 작사, 작곡, 동영상 대본 작성, 게임 콘셉트 작성 등 총 95개의 다양한 ChatGPT 창작 활용법을 골고루 다룬다. 또한 크리에이터가 작업에 집중할 수 있도록 제안서나 메일 작성, 사용 권한 안내 등 크리에이터만의 사무 작업을 위한 활용법도 정리했다. 특히 프롬프트만 무작정 나열하지 않고, 모든 활용법에서 프롬프트 작성 포인트를 소개한다. 프롬프트 작성 핵심을 배우고 실전 예시로 실행해 본 후, 대화의 깊이를 더할 수 있는 추가 프롬프트 예시를 익히는 순서로 구성했다. 각 프롬프트마다 답변과 핵심 해설, 추가 정보가 함께 수록되어 있어, 하나의 활용법으로 다양한 응용이 가능하다. ChatGPT를 단순한 비서가 아니라 작품의 세계관을 함께 구축하고, 동기부여를 도와주고, 문구도 작성해 주는 크리에이터 동료로 사용하자!"
